IsPossGoal,PlayerX,PlayerY,BallX,BallY,teammates_within_5,opponents_within_5,teammates_within_10,opponents_within_10,teammates_within_15,opponents_within_15,teammates_ahead_of_ball,opponents_ahead_of_ball
0,29.99,0.64,27.81,0.27,1,2,3,5,3,8,3,6
0,21.03,-0.94,20.94,-2.85,0,1,0,1,3,3,7,11
0,26.01,4.5,22.45,8.09,1,2,1,3,4,5,5,9
0,27.43,-1.04,28.45,0.41,0,2,2,4,3,6,2,4
0,20.75,3.2,25.08,15.62,1,0,1,1,2,4,5,9
0,21.35,-3.33,21.84,-2.86,0,0,1,1,2,4,6,10
1,20.39,1.62,31.52,5.34,1,1,1,4,2,6,3,6
0,20.13,0,6.34,4.21,1,0,1,0,2,1,7,11
0,22.47,-2.47,20.44,-1.7,1,1,2,3,3,6,2,6
0,22.96,-2.43,25.16,-3.79,1,2,1,3,1,4,0,2
0,27.69,2.92,28.93,3.5,0,1,1,1,3,6,7,10
0,26.4,-0.97,25.91,-0.83,0,2,2,4,6,8,5,10
0,26.41,2.36,27.43,2.75,0,1,2,3,6,7,5,9
0,24.28,-1.42,26.37,0.81,1,0,1,2,2,4,3,5
0,28.31,2.01,24.73,1.94,1,2,2,4,7,8,7,9
1,25.93,-4.06,29.09,-6.52,0,1,1,3,2,4,1,5
0,26.73,-2.18,26.3,-2.19,0,3,3,6,4,8,2,6
1,22.74,-1.87,25.7,1.97,0,2,1,4,2,7,3,6
0,25.58,4.67,25.09,2.01,0,1,2,2,3,5,5,10
0,28.5,-3.17,29.38,-4.71,1,1,1,4,2,5,1,4
0,24.18,-4.88,21.88,-5.55,0,1,1,3,5,5,6,10
0,23.7,-1.9,22.58,-2.85,0,1,1,2,3,5,6,10
0,22.5,4.43,23.21,1.3,0,1,0,1,3,4,6,10
0,26.29,2.81,26.22,10.24,2,1,2,3,4,5,4,6
0,20.8,4.22,21.78,3.75,0,1,1,4,3,7,5,10
0,22.5,-0.68,21.24,-2.75,0,1,1,3,3,7,3,9
0,23.32,-4.29,23.74,-3.66,1,2,3,4,5,7,5,8
0,20.99,-2.29,19.12,0.39,0,1,1,2,2,5,5,11
0,26.57,-2.97,25.28,-3.51,0,1,0,2,4,5,3,8
0,24.85,0.38,25.12,-0.17,0,2,4,5,5,7,3,8
0,26,2.82,23.84,0.91,1,2,3,3,3,6,2,9
1,25.37,-4.38,27.57,-2.68,0,1,1,3,2,5,0,2
0,27.94,0.02,16.48,-27.5,1,2,3,4,4,5,4,9
1,24.84,-3.87,51.43,19.61,1,0,1,1,1,3,0,1
0,20.82,-2.11,21.69,-2.2,0,1,0,3,4,6,6,9
0,21.53,3.3,21.43,9.19,0,1,1,3,3,5,4,6
0,20.03,3.22,11.02,18.87,1,0,1,1,1,2,2,4
0,24.39,-3.62,24.49,-3.99,1,2,1,2,4,7,7,11
0,26.89,0.81,25.51,2.28,0,2,2,3,3,6,2,7
0,28.65,-2.36,30.8,-5.09,0,1,0,3,3,5,4,6
0,20.5,-1.97,21.38,0.02,0,1,0,4,3,6,3,5
0,24.19,-1.17,24.57,0.13,0,2,0,3,5,8,4,9
0,25.99,1.66,28.63,6.21,0,1,0,5,5,7,2,6
0,29.87,-0.41,29.95,-0.57,0,1,2,6,3,7,4,6
0,29.07,1.49,27.06,2.56,1,2,3,5,4,6,1,7
0,29.16,-0.71,29.74,-2.43,1,2,1,3,1,3,0,4
0,23.72,-1.56,20.38,-2.89,1,1,1,3,3,7,5,10
0,22.82,-0.2,23.21,1.1,1,3,2,6,3,8,3,6
0,24.55,-2.43,24.73,-5.37,0,2,2,5,4,6,2,6
0,28.52,-2,27.65,-1.66,0,2,1,2,3,7,4,9
0,23.87,0.1,22.52,15.63,0,1,3,3,3,6,4,9
1,27.98,1.3,27.43,1.09,0,1,1,3,3,9,6,9
0,25.06,1.13,25.04,-2.08,0,0,2,2,4,5,3,5
0,27.06,4.72,29.9,-1.21,0,2,1,6,3,8,3,6
1,23.36,2.84,25.15,2.12,1,2,1,3,3,4,1,3
0,25.35,2.31,25.22,0.9,0,1,1,2,3,5,4,9
0,20.3,-1.04,20.22,0.4,0,1,1,2,3,4,6,9
0,22.04,-1.1,22.08,3.41,1,1,2,5,2,5,2,5
0,27,4.13,33.63,-16.3,1,0,1,1,1,2,2,5
0,28.93,-0.66,29.58,-0.6,0,0,0,3,2,7,6,8
1,26.33,1.09,25.92,2.78,1,3,3,6,5,9,3,9
1,20.22,1.23,20.87,1.44,0,0,0,1,3,4,7,10
0,24.63,-1.75,22.58,-2.28,0,0,1,3,2,6,2,5
1,25.99,4,30.17,4.06,1,2,1,5,2,6,1,3
0,26.68,-3,26.2,-2.83,1,2,1,5,3,7,4,6
0,27.1,3.27,29.2,2.67,1,3,2,5,5,8,4,5
0,21.07,-2.21,21.7,-2.32,0,1,2,3,4,6,4,6
0,27.37,-4.84,27.56,-4.62,0,2,2,3,5,8,6,9
0,23.94,-1.32,21.73,-1.56,0,1,1,3,1,5,2,6
0,28.52,-1.38,2.08,-20.35,0,1,1,2,3,2,7,10
0,29.63,-4.6,29.31,-2.49,1,1,1,2,5,8,7,11
0,21.81,-4.95,22.44,-3.21,0,2,3,5,5,8,5,9
0,20.87,-3.77,19.71,-6.55,0,2,1,2,2,6,6,10
0,23.62,-1.11,23.58,-2.36,1,2,1,4,4,7,4,9
1,25.08,1.05,23.76,0.7,0,1,1,2,2,3,0,3
1,29.7,2.18,30.09,2.76,0,1,1,4,3,6,2,6
0,24.8,4.09,26.68,6.11,0,1,2,5,2,6,3,5
0,25.22,0.07,25.76,0.11,0,1,2,2,2,9,6,9
0,22.24,0.72,23.66,-0.61,0,1,2,5,4,8,5,9
0,24.03,-1,24.68,-2.18,0,1,4,3,5,8,4,9
0,26.56,-3.45,28.17,-4.5,0,1,2,4,2,5,2,6
0,25.3,3.01,31.25,9.94,1,1,2,3,3,5,2,6
0,23.1,-1.8,23.29,-1.57,0,0,0,1,2,3,5,8
0,20.67,0.61,20.95,0.76,1,2,3,6,4,10,5,9
1,28.5,-1.93,27.5,-1.66,1,1,2,3,2,5,1,4
0,23.93,0.3,26.84,5.36,0,1,0,4,4,8,7,10
0,22.79,-0.96,24.03,-1.73,1,1,2,4,3,7,6,8
0,26.88,-4.28,27.1,-5.96,0,3,0,4,3,6,4,8
0,28.46,-1.15,19.65,-12.66,1,0,3,3,4,4,5,9
1,28.31,1.73,28.79,0.26,0,1,3,7,6,8,5,8
0,23.08,-2.08,21.9,0.1,0,2,2,2,4,6,4,9
0,27.13,-0.5,28.98,-2.13,1,2,2,3,3,5,2,3
0,21.81,0.99,20.97,0.88,0,2,1,6,4,6,2,7
0,22.42,-1.1,23.54,0.53,0,3,1,6,4,8,4,6
0,27.96,4.19,27.21,3.23,0,1,1,4,1,6,1,5
0,23.75,-2.4,25.41,-3.33,0,1,2,2,3,4,5,8
0,22.63,2.22,22.62,5.61,0,0,1,2,3,3,6,10
0,24.57,-4.18,25.97,-2.15,0,1,1,3,5,6,7,10
0,23.27,2.49,23.72,3.67,1,1,2,3,3,6,5,7
0,28.33,1.67,28.64,2.3,0,2,2,5,4,6,3,4
0,26.57,4.11,34.66,16.38,2,2,2,4,5,6,6,8
0,28.32,-4.43,21.79,-2.81,2,1,2,3,2,5,5,10
0,26.83,-0.08,26.32,-0.81,0,2,3,2,5,9,8,11
0,25.82,2.51,26.35,2.55,0,1,1,4,3,8,5,7
0,22.9,-3.95,27.75,2.64,0,1,1,2,2,5,7,9
0,27.37,-2.5,31.37,-3.66,1,3,1,4,1,6,2,5
0,26.4,-1.92,29.89,-11.73,0,0,1,2,2,3,4,6
0,29.58,0.89,32.51,10.33,1,0,2,2,2,4,3,8
0,22.97,-1.23,23.64,-1.21,0,1,2,5,4,8,3,5
0,24.28,-2.18,28.15,0.67,1,3,3,5,4,7,3,5
1,24.22,4.58,26.84,3.43,0,1,2,5,4,9,2,6
0,21.57,2.63,21.37,2.78,0,2,2,2,5,3,8,11
0,25.93,-3.91,25.31,-3.45,1,2,2,6,5,9,3,8
0,27.35,-0.58,29.3,1.33,1,2,1,4,4,6,3,6
0,22.65,3.19,25.81,3.36,1,1,2,5,5,9,5,5
0,25.47,-3.85,24.75,-32.31,1,0,1,2,3,2,2,6
0,21.7,-4.22,23.62,3.63,0,0,0,2,4,6,6,10
0,22.91,-3.08,25.79,3.59,1,1,3,2,4,6,5,8
0,21.54,4.46,16.65,8.31,0,0,1,2,3,4,7,11
0,20.69,-2.68,21.45,-4.25,0,1,2,1,3,6,7,10
0,21.26,-3.36,20.92,-2.34,1,1,2,5,2,5,1,5
0,28.49,-3.82,28.57,-3.57,0,1,2,2,4,6,5,9
0,27.75,2.01,29.39,4.8,0,3,2,5,4,7,4,9
0,23.41,1.12,27.63,-8.14,0,0,2,2,3,4,4,6
0,27.57,3.91,25.19,2.67,0,1,1,1,3,4,8,11
0,29.09,0.94,29.99,-0.34,1,3,4,7,6,10,6,8
0,24.04,1.86,21.16,2.53,0,2,2,4,3,6,3,6
0,27.49,2.8,25.69,4.01,0,1,1,5,3,7,3,8
1,21.9,-4.11,22.49,-5.57,0,1,1,1,2,3,7,10
0,29.91,-1.14,33.29,-5.43,1,2,3,4,3,6,3,3
0,20.15,-4.89,30.89,-15.62,1,1,3,3,3,5,5,6
0,29.7,-0.23,27.3,-0.77,0,1,2,4,4,9,2,9
0,28.25,-1.75,52.57,-5.7,1,3,2,5,3,6,1,0
0,21.49,-4.65,21.62,-4.21,0,2,1,3,4,6,4,8
0,26.68,3.99,27.6,6.2,1,1,1,3,4,5,2,6
0,24.6,4.51,24.97,6.55,0,1,2,3,3,5,1,4
0,23.05,0.49,22.93,-0.09,0,0,0,2,0,3,5,8
0,20.57,-4.01,6.41,-1.97,0,0,1,2,4,5,5,10
0,23.27,3.16,23.07,2.74,0,1,2,3,3,5,6,9
0,20.95,1.78,24.15,1.06,1,3,1,5,2,6,2,4
0,21.99,0.02,45.8,11.45,0,1,1,4,2,5,1,3
0,27.02,-3.75,32.73,-12.38,0,1,0,3,2,5,4,4
0,25.19,-4.87,25.85,-2.2,0,1,1,2,2,6,3,6
1,28.14,1.17,28.45,-13.79,0,0,0,3,2,5,5,8
0,20.03,-3.64,20.47,-3.68,0,1,0,2,5,5,6,10
1,20.84,-4.66,21.32,-5.26,0,1,0,3,4,4,6,9
0,21.1,4.74,20.97,5.04,0,2,2,4,5,8,3,6
0,22.53,-4.75,20.53,-4.77,1,1,2,2,2,4,1,7
0,23.18,-4.83,26.46,-11.29,0,1,1,3,2,5,2,4
0,27.02,-3.43,31.19,4.53,1,1,3,5,4,6,4,4
0,21.47,-4.86,20.37,-4.78,0,2,2,5,4,7,4,7
0,22.89,-1.66,32.61,13.02,1,1,1,2,1,4,2,6
1,21.54,3.57,27.8,2.62,1,1,1,3,3,5,1,4
0,20.24,4.82,20.51,4.51,0,1,2,3,3,5,2,8
0,25.93,0.29,26.06,1.84,0,2,1,4,5,9,6,9
0,24.83,4.4,25.29,5.1,0,2,3,6,5,8,5,8
0,20.22,3.72,22.26,6.05,0,0,1,1,4,2,5,9
0,20.56,2.32,21.28,5.21,0,1,1,3,3,6,4,8
0,21.16,4.23,22.65,-6.9,1,1,1,2,3,5,4,7
0,21.46,-0.55,21.75,3.41,0,2,0,2,0,5,5,10
0,28.99,2.81,25.87,2.29,1,0,1,1,3,6,4,8
0,21.96,-1.37,19.71,-11.61,1,1,2,3,5,6,2,6
0,22.78,-2.33,22,-2.72,1,2,1,4,3,5,2,6
0,28.95,-3.29,29.59,-3.16,0,2,1,4,3,7,5,8
0,21.04,-2.72,21.86,12.02,1,0,2,1,2,4,5,8
0,20.32,-0.16,19.29,-0.69,0,1,1,3,3,4,4,8
0,25.89,-4.44,26.43,-8.33,0,1,0,1,3,5,5,8
0,21.77,1.32,22.94,2.63,0,2,2,4,4,7,6,10
0,22.68,-4.5,22.88,-4.81,0,0,2,4,2,6,2,5
0,22.62,3.71,26.31,9.58,0,0,2,3,4,6,5,8
1,25.71,2.22,24.96,2.11,1,3,3,5,5,10,4,8
0,23.63,1.69,23.26,1.49,0,1,1,2,4,7,7,10
0,21.6,-1.18,21.26,-1.76,1,1,1,5,4,7,2,5
0,20.91,-0.06,21.6,0.09,0,1,1,3,4,4,6,9
0,22.74,3.92,23.03,4.43,0,1,2,4,3,7,4,8
0,25.96,1.7,39.54,13.75,1,1,1,2,2,4,1,3
0,25.08,-3.94,23.44,-0.41,0,2,2,3,4,6,4,8
0,22.44,1.56,19.22,-2.5,0,1,2,2,4,4,4,8
0,25.66,0.62,24.38,2.52,1,1,2,4,3,8,5,8
0,20.84,4.3,22.66,4.08,1,2,1,4,4,7,5,7
0,29.08,2.49,23.96,4.59,0,0,1,2,5,4,8,11
0,26.46,-4,25.86,-4.36,0,2,1,3,2,6,2,6
0,28.76,3.16,27.48,0.29,0,2,1,3,1,5,1,5
0,26.72,0.59,29.8,11.26,0,0,2,2,2,3,3,7
0,23.28,3.82,23.02,5.66,0,1,0,1,2,4,7,11
0,21.77,2.93,32.86,-30.09,1,1,1,1,2,2,5,8
0,25.16,-3.73,24.88,-4.19,0,1,2,3,4,7,5,9
0,24.98,3.32,25.56,3.97,0,1,0,1,2,2,5,9
0,27.89,-3.51,31.28,2.12,1,2,2,5,2,7,2,4
0,28.81,-4.4,28.51,-4.42,0,1,2,4,5,7,4,7
0,29.11,3.98,40.34,20,2,1,2,1,3,2,1,4
0,26.77,-0.4,34.26,-27.76,1,0,1,1,1,1,3,7
0,27.11,0.32,27.19,-0.29,0,1,2,3,4,8,6,10
1,21.91,-3.6,21.53,-3.33,0,1,0,3,2,5,5,8
0,22.49,4.94,20.72,4.99,0,2,1,4,3,7,4,8
0,26.4,-1.75,24.65,-3.81,0,1,2,4,3,9,6,10
0,28.41,0.68,29.75,-1.73,1,1,1,5,4,8,5,6
0,22.51,2.73,24.06,0.44,0,0,0,2,4,4,6,11
0,25.4,3.38,26.67,0.65,0,1,2,1,4,7,4,7
0,25.47,-4.85,26.16,-5.3,0,1,1,3,2,5,4,6
0,22.33,1.43,21.86,0.06,1,1,2,2,4,6,4,9
0,23.21,-4.03,22.95,-4.18,0,2,2,4,3,7,4,6
0,22.72,-1.85,23.27,-0.4,1,2,2,5,3,7,5,7
0,28.66,1.96,34.24,9.81,0,1,2,4,2,6,4,6
0,20.54,4.25,5.84,-2.19,1,0,1,0,2,0,8,11
0,22.55,1.18,23.17,1.28,0,1,1,2,4,4,5,9
0,26.27,-4.46,27.98,1.48,0,1,1,2,1,4,2,4
0,22.36,0.48,23.44,1.63,0,0,2,2,4,5,7,10
0,24.51,2.63,27.35,9.02,0,0,0,2,1,5,7,10
0,25.49,2.42,25.78,1.73,0,1,1,2,3,6,4,7
0,24.84,0.29,23.77,3.36,1,3,1,4,2,5,1,5
0,20.92,-2.57,23.27,-5.4,1,1,3,3,6,7,6,9
0,25.27,3.76,24.24,3.47,0,1,3,4,5,8,3,7
0,25.7,-1.85,24.82,-1.21,0,1,1,4,4,6,2,5
0,22.39,2.31,23.58,-0.85,0,2,1,3,3,6,6,8
0,24.76,4.22,21.24,0.13,0,1,1,4,3,8,5,9
0,24.49,3.5,24.54,5,0,1,1,3,3,5,0,3
0,21.49,3.39,20.69,3.14,1,1,2,5,4,7,3,7
0,25.89,3.94,26.19,3.62,0,1,0,2,5,8,8,11
0,21.73,-0.36,21.02,11.27,0,0,0,1,4,4,6,10
0,23.9,-2.52,23.71,-2.74,0,2,1,4,5,6,5,9
0,21.8,4.03,30.45,16.66,1,1,1,1,1,3,2,5
1,21.64,4.94,23.74,4.23,1,3,4,5,5,9,6,8
0,23.64,-2.43,24.35,-1.24,0,2,2,3,3,5,2,5
0,25.58,-1.65,25.79,-0.89,1,1,3,5,4,6,2,4
0,26.88,-3.87,29.04,1.29,2,1,3,5,5,7,4,6
0,24.64,4.26,25.38,4.58,0,2,4,2,4,8,4,8
0,21.92,0,22.2,-0.81,0,1,0,2,3,6,2,6
0,21.05,3.53,1.66,22.37,1,1,3,4,5,4,4,8
0,21.5,-0.18,24.43,3.64,2,2,2,6,3,9,4,8
0,27.04,2.17,27.32,1.58,0,1,0,5,1,6,1,4
1,25.24,-3.48,26.86,1.05,0,1,1,1,4,4,1,4
0,26.85,2.44,26.49,6.92,0,1,2,2,5,7,7,10
1,22.85,-0.57,23.64,-0.95,0,1,2,1,4,6,6,8
0,22.66,3.23,14.94,21.14,1,0,2,2,2,4,5,9
0,20.35,-3.04,20.83,-3.18,0,1,2,2,5,3,5,8
0,23.97,-2.95,27.68,-10.36,0,0,0,2,2,4,6,11
0,23.39,4.29,26.05,3.81,1,4,2,5,3,7,2,4
0,21.31,-0.59,20.91,0.24,0,1,0,2,3,4,6,9
0,22.92,3.75,23.49,-1.19,0,2,1,4,2,7,3,7
0,20.21,3.75,20.54,3.89,0,1,1,4,3,5,7,10
0,26.65,3.71,27.57,-3.04,0,1,0,4,2,5,1,4
0,25.2,2.47,26.29,5.62,1,3,3,6,4,8,4,8
0,25.86,3.15,30.1,-3.27,1,1,2,4,6,8,5,8
0,20.11,4.44,20.49,2.71,0,1,1,1,2,5,4,6
0,20.56,-4,20.25,-5.59,0,1,0,1,2,3,6,9
0,26.34,3.16,26.32,3.78,1,2,2,5,5,6,5,7
1,22.36,-3.13,23.8,-4.57,0,1,1,3,2,5,4,8
0,20.47,1.47,21.21,6.54,1,1,2,4,3,5,4,8
0,28.41,2.44,22.79,3.5,1,2,1,3,2,7,3,8
0,26.21,-2.78,19.6,0.46,1,1,1,1,2,5,5,10
0,20.85,2.75,20.61,2.21,1,1,1,4,2,7,3,5
1,21.6,-4.55,23.01,-7.2,0,2,1,3,2,5,2,4
0,24.44,-3.56,21.05,-16.52,1,1,2,2,4,5,6,9
0,22.4,1.66,22.14,0.28,0,1,1,3,2,4,5,10
0,28.91,-4.16,36.91,-3.03,1,2,2,3,2,6,2,4
0,21.49,4.95,21.47,5.56,0,1,0,3,3,6,2,7
0,24.66,-4.65,19.87,10.06,2,1,3,4,3,6,4,6
0,23.32,4.7,25.29,10.68,1,1,2,4,2,5,3,5
0,23.39,-2.36,23.93,-0.86,0,0,1,2,3,7,5,8
0,21.33,1.05,22.33,-0.02,0,2,2,4,3,7,3,7
0,29.67,-0.97,28.7,-2.18,0,2,2,5,3,6,3,7
0,20.06,-2.76,20.39,-6.81,0,1,2,3,2,6,5,9
0,25.21,0.33,25.81,0.33,0,2,2,4,6,7,5,8
1,23.81,0.54,23.65,-2.19,0,3,1,4,4,7,1,5
0,20.51,-3.29,20.22,-2.12,0,1,2,2,4,7,3,6
0,22.16,4.1,22.57,5.43,0,2,1,2,3,6,4,6
0,20.97,0.3,17.15,3.14,0,1,2,2,5,4,4,8
0,24.22,3.99,22.3,5.13,1,3,2,4,5,6,3,7
0,20.48,-4.79,20.82,-4.26,0,1,1,2,3,4,4,8
0,23.35,2.03,23.31,1.47,0,1,0,3,3,5,5,9
0,22.76,-4.46,22.59,-1.83,1,1,3,3,6,8,6,9
1,20.7,1.46,21.44,1.76,1,2,2,4,6,8,6,9
0,23.91,-0.1,24.75,-1.16,1,2,3,4,4,8,3,9
0,20.68,1.26,19.66,13.27,0,0,1,1,2,3,6,10
0,23.18,-1.73,23.42,-1,0,0,1,2,4,7,6,9
0,20.88,-2.96,20.39,-3.74,0,1,1,1,2,3,5,10
0,23.92,-0.62,24.27,-1.13,0,2,2,3,3,7,6,8
0,21.15,-1.5,21.15,-2.02,0,0,1,2,4,5,7,10
0,29.6,-0.75,25.96,0.29,0,0,1,4,3,7,3,8
0,28.17,-0.73,29.38,6.65,0,0,1,3,2,6,2,4
0,20.91,-4.34,25.37,-7.33,0,1,0,1,2,5,5,7
0,20.21,-4.22,19.23,-6.73,0,1,1,3,3,7,5,10
0,21.78,-0.63,24.67,-0.68,1,1,3,3,5,8,5,7
0,21.11,1.38,17.1,-3.33,0,0,2,2,4,5,3,8
0,25.35,1.18,24.94,1.22,0,1,1,2,5,6,3,7
0,29.38,4.49,28.61,4.42,0,1,0,4,2,5,3,9
0,21.2,-2.11,21.52,-2.18,0,0,0,2,2,4,6,10
0,27.92,1.35,27.38,2.22,0,2,2,4,3,5,1,6
0,26.79,-4.6,26.54,-5.07,0,4,2,5,6,9,4,9
0,28.53,-1.19,31.34,4.01,1,3,3,5,3,9,4,6
0,26.58,4.66,25.16,4.77,1,2,2,4,3,6,3,7
0,28.3,4.86,29.46,2.74,0,3,1,5,2,7,3,5
1,27.7,-3.3,27.14,-2.97,0,1,0,2,3,6,4,8
0,23.55,2.23,28.34,-0.48,1,2,2,3,3,6,4,7
0,26.57,0.86,26.45,0.14,0,1,2,2,4,8,5,9
0,20.82,-0.51,21.57,-1.23,1,1,1,4,2,4,5,5
0,25.68,1.71,28.8,-2.38,1,0,1,3,2,5,2,2
0,28.84,-4.13,24.77,-7.02,2,1,3,4,5,8,4,10
0,23.7,-2.43,23.11,-3.02,2,1,3,3,4,5,6,8
0,23.86,-3.31,25.95,-1.49,0,1,0,3,3,6,2,5
0,20.16,-3.08,19.43,-3.03,0,2,1,2,3,7,5,9
0,21.96,4.37,22.47,4.49,0,2,1,5,1,6,0,4
0,25.14,-4.14,34.49,-14.93,1,1,1,3,1,4,2,6
0,22.77,4.45,22.61,3.68,0,1,1,2,5,5,5,8
1,22.2,-1.57,22.54,-0.62,1,2,2,4,3,5,4,5
0,22.42,4.09,23.47,6.58,0,1,5,5,6,7,5,9
1,26.13,-2.71,26.48,-2.57,0,0,2,3,4,6,2,4
0,29.77,-1.36,29.58,-1.31,0,4,0,6,1,7,1,6
0,25.3,0.27,31.47,-17.32,1,1,1,3,1,7,2,5
0,26.88,-4.84,26.67,-5.5,1,3,2,3,6,7,5,9
0,28.01,-3.81,26.97,-7.46,0,2,2,4,3,6,6,9
1,23.48,-2.21,24.67,2.22,2,1,3,4,3,5,3,6
0,22.88,-4.48,22.64,-5.93,0,2,1,3,1,5,0,5
0,23.8,1.82,23.73,1.6,0,1,1,3,3,6,6,10
0,21.67,-0.85,19.51,-2,1,2,1,5,2,7,1,4
0,21.76,3.75,19.65,4.1,0,2,1,3,1,4,4,9
0,26.87,0.41,20.72,3.65,0,1,1,2,5,4,7,11
1,29.58,0.42,29.97,-0.1,0,1,2,6,3,9,4,9
0,21.73,-4.13,21.52,-4.7,0,1,0,2,3,6,7,10
0,21.06,-3.57,21.23,-4.01,0,1,3,2,4,6,8,10
0,24.91,-0.44,25.46,-0.59,0,1,0,5,3,5,3,3
0,20.64,1.84,21.4,2.71,0,1,2,3,3,5,4,4
0,21.39,-2.38,21.78,-2.4,0,1,1,1,2,4,6,9
0,21.82,4.02,20.89,5.79,1,2,3,3,4,5,4,8
0,22.62,3.43,21.86,-1.1,1,1,2,3,4,6,3,6
0,29.81,2.24,30.97,2.03,0,2,2,5,7,9,6,8
0,21.87,0.62,21.58,0.6,0,2,1,3,4,4,5,10
1,27.69,-0.12,26.19,-0.25,1,1,2,1,3,5,8,11
0,21.99,-3.63,22.6,-3.6,0,1,2,3,3,5,1,4
1,28.22,3.44,27.48,5.11,0,2,2,7,3,9,2,7
0,20.19,2.35,19.66,1.91,0,1,0,2,0,4,7,10
0,28.37,-3.41,29.42,0.53,0,1,1,4,4,9,4,9
0,24.8,4.65,25.54,4.06,0,0,1,3,4,6,6,9
0,21.89,2.44,21.73,3.75,0,1,1,1,3,6,6,9
0,25.33,-1.97,25.9,-0.3,0,1,1,4,2,7,6,8
0,24.16,-1.43,10.71,28.82,1,1,2,1,3,2,5,9
0,21.36,2.94,22.84,10.21,0,1,0,3,2,5,4,7
0,25.7,0.6,24.87,0.77,1,2,2,3,4,6,5,9
0,27.74,0.45,27.67,-0.11,0,1,2,5,5,8,6,9
0,29.19,-0.96,29.46,-0.95,0,1,1,3,5,8,3,8
0,20.08,-2.85,21.12,-6.69,1,1,2,2,4,6,6,10
0,22.48,-2.19,22.42,-4.08,1,1,1,4,5,6,7,10
0,23.99,-4.9,24.7,-5.01,0,2,1,5,2,6,1,5
0,26.35,-4.77,28.23,-6.16,2,3,3,5,5,7,4,6
0,28.18,-2.16,27.37,-2.03,0,0,2,5,3,6,2,6
0,28.84,-4.71,28.63,-4.1,0,1,3,4,4,6,4,7
0,27.35,-1.22,27.58,-0.76,0,2,2,5,3,6,4,8
0,24.89,1.48,NULL,NULL,0,0,0,0,0,0,0,0
0,20.77,0.67,19,-3.17,1,3,2,3,4,5,4,9
0,21.36,2.35,23.65,6.06,0,1,0,3,2,4,4,5
0,27.36,-4.78,28.78,2.57,0,0,1,3,3,5,4,5
0,21.02,-3.07,17.73,2.68,1,0,1,1,2,5,2,6
0,29.88,0.87,-51.68,19.67,0,0,0,1,2,1,8,9
0,25.18,3.6,25.86,4.56,0,1,1,3,2,5,1,5
0,21.76,-0.38,21.7,-0.86,0,1,1,3,3,5,7,10
0,25.36,4.01,27.28,6.97,0,2,1,2,2,5,6,9
0,23.73,-4.1,24.51,-3.75,0,2,1,4,2,7,3,4
0,24.43,0.96,24.32,0.57,1,1,1,1,3,5,6,10
0,20.77,-4.57,20.87,-3.81,0,2,3,4,4,7,6,9
0,24.2,-2.23,24.75,0.05,0,1,1,3,6,7,7,9
1,22.14,-2.06,26.58,-7.53,1,1,3,4,4,5,5,5
0,22.52,1.85,22.22,2.48,0,2,1,2,4,5,6,9
0,21.64,2.98,24.08,-3.63,0,0,1,2,3,5,5,9
0,22.82,-2.12,24.28,-10.44,0,1,3,3,4,6,6,9
0,21.39,2.22,20.62,2.03,0,1,2,3,4,8,6,9
0,26.17,-1.39,25.53,-0.73,0,1,1,5,5,8,6,10
0,24.39,-4.96,28.56,-3.88,1,2,1,6,2,7,3,5
0,20.95,-1.82,32.96,14.51,1,3,2,4,4,7,3,6
0,27.13,-3.9,28.16,-4.31,0,1,1,3,3,5,5,4
0,23.27,4.99,22.78,4.9,0,1,1,2,2,6,5,8
0,25.71,2.97,27.46,4.1,1,2,3,5,4,8,6,9
0,23.35,-1.36,24.55,-2.7,0,1,0,3,5,7,6,9
0,26.94,0.31,26.87,0.95,0,2,0,4,2,7,5,9
0,25.33,1.2,26.3,-0.26,0,1,1,3,4,8,5,8
0,29.64,0.12,27.12,-1.39,1,3,1,3,2,6,4,8
0,27.03,1.09,27.51,1.21,0,1,0,2,4,6,8,9
0,22.41,0.36,23.13,-1.08,0,1,2,3,3,5,5,8
0,21.39,-2.24,20.69,-7.08,0,1,0,3,3,5,5,10
0,20.61,4.49,21.38,5.28,1,1,1,3,1,4,0,3
0,23,-1.08,23.46,-1.62,0,1,1,2,3,4,7,9
1,21.92,-3.3,19.74,-3.87,0,1,1,2,4,5,5,7
0,25.34,1.03,26.36,2.27,0,1,0,3,5,8,6,10
0,20.59,1.93,21.12,2.07,0,0,0,3,2,5,6,10
0,28.7,2.86,28.33,3.42,1,0,1,1,5,4,7,10
0,20.3,-3.46,19.83,-3.32,0,1,0,2,2,5,9,11
0,27.56,-4.31,28.51,-8.22,0,1,1,4,3,6,5,9
0,20.73,4.89,22.94,9,0,2,0,3,0,4,3,5
0,25.09,1.92,27.22,-0.74,0,1,3,5,4,7,3,5
0,22.79,2.99,23.4,-1.76,1,1,1,2,3,5,8,11
0,21.86,-3.16,23.82,-1.44,0,1,0,3,1,4,1,2
0,24.75,-1.97,24.87,-2.2,1,1,2,4,5,7,5,5
0,26.34,-3.73,31.37,1.21,1,2,2,6,4,7,3,6
0,27.75,-4.81,27.64,-5.33,0,1,1,5,5,8,5,9
0,20.04,-2.32,20.11,-1.71,0,1,2,3,4,5,5,9
1,22.61,0.44,25.58,-2.12,0,1,3,6,4,9,4,7
0,28.53,-0.33,27.64,1.85,1,3,1,5,1,8,1,4
